DeliveryID,OrderID,DeliveryPartner,DeliveryDistanceKM,OrderReadyTime,DeliveryPickupTime,DeliveryTime,DeliveryStatus,DeliveryFee
229,717,Shadowfax,11.9,2024-01-14 18:05:47,2024-01-14 18:12:47,2024-01-14 18:47:47,Delivered,111.27
230,720,Dunzo,14.17,2025-11-09 21:45:17,2025-11-09 21:49:17,2025-11-09 22:30:17,Delivered,113.03
231,722,Porter,7.47,2023-12-16 20:01:18,2023-12-16 20:04:18,2023-12-16 20:35:18,Delivered,60.39
232,725,Porter,14.03,2024-02-07 18:33:54,2024-02-07 18:47:54,2024-02-07 19:35:54,Delivered,124.91
233,728,Porter,4.98,2024-11-30 13:34:19,2024-11-30 13:45:19,2024-11-30 14:09:19,Delivered,51.72
234,730,Own Fleet,5.78,2025-03-31 19:36:01,2025-03-31 19:42:01,,Cancelled,71.13
235,731,Own Fleet,13.46,2025-01-25 20:10:34,2025-01-25 20:22:34,2025-01-25 21:06:34,Delivered,90.78
236,736,Porter,5.99,2025-06-14 18:00:05,2025-06-14 18:14:05,2025-06-14 18:44:05,Delivered,57.36
237,739,Porter,12.95,2026-02-10 20:53:22,2026-02-10 21:08:22,,Cancelled,117.83
238,740,Porter,5.59,2026-03-14 14:23:36,2026-03-14 14:27:36,,Failed,69.03
239,753,Dunzo,5.95,2024-02-29 18:11:30,2024-02-29 18:18:30,2024-02-29 18:42:30,Delivered,68.45
240,754,Porter,8.41,2026-04-11 19:38:09,2026-04-11 19:46:09,2026-04-11 20:14:09,Delivered,81.67
241,759,Dunzo,11.69,2024-04-13 21:21:24,2024-04-13 21:34:24,2024-04-13 22:12:24,Delivered,99.27
242,760,Porter,8.91,2024-11-05 20:18:26,2024-11-05 20:25:26,2024-11-05 21:10:26,Delivered,71.07
243,761,Porter,13.42,2026-03-28 18:34:43,2026-03-28 18:42:43,2026-03-28 19:31:43,Delivered,94.34
244,765,Porter,1.25,2025-06-04 20:25:03,2025-06-04 20:30:03,2025-06-04 20:43:03,Delivered,29.35
245,766,Porter,11.51,2025-05-18 19:49:33,2025-05-18 19:53:33,2025-05-18 20:43:33,Delivered,112.16
246,769,Porter,13.45,2025-04-05 19:09:50,2025-04-05 19:24:50,2025-04-05 20:14:50,Delivered,93.23
247,770,Shadowfax,3.94,2024-03-13 19:59:21,2024-03-13 20:05:21,2024-03-13 20:26:21,Delivered,50.0
248,772,Own Fleet,14.37,2025-10-18 12:16:33,2025-10-18 12:20:33,2025-10-18 13:23:33,Delivered,115.64
249,774,Own Fleet,9.72,2024-06-08 12:33:49,2024-06-08 12:40:49,,Returned,93.22
250,776,Swiggy Genie,10.53,2025-06-20 20:00:18,2025-06-20 20:09:18,2025-06-20 20:52:18,Delivered,80.3
251,778,Dunzo,13.7,2024-07-26 20:15:08,2024-07-26 20:19:08,,Returned,99.47
252,780,Dunzo,2.08,2024-11-02 19:39:30,2024-11-02 19:43:30,,Cancelled,32.89
253,786,Swiggy Genie,9.39,2024-10-08 18:49:16,2024-10-08 18:54:16,2024-10-08 19:33:16,Delivered,99.42
254,787,Shadowfax,0.66,2025-02-01 20:12:35,2025-02-01 20:26:35,2025-02-01 20:33:35,Delivered,24.34
255,795,Swiggy Genie,13.26,2024-10-13 21:28:07,2024-10-13 21:39:07,2024-10-13 22:22:07,Delivered,107.85
256,800,Own Fleet,3.45,2023-12-09 13:57:21,2023-12-09 14:06:21,2023-12-09 14:19:21,Delivered,39.56
257,810,Shadowfax,8.62,2025-09-13 15:54:39,2025-09-13 16:06:39,2025-09-13 16:39:39,Delivered,71.4
258,813,Own Fleet,6.19,2025-04-04 16:51:44,2025-04-04 17:04:44,2025-04-04 17:27:44,Delivered,71.72
259,815,Dunzo,7.47,2024-05-04 22:23:25,2024-05-04 22:28:25,2024-05-04 23:00:25,Delivered,69.64
260,816,Own Fleet,6.36,2024-04-06 12:43:50,2024-04-06 12:54:50,2024-04-06 13:20:50,Delivered,75.12
261,817,Dunzo,10.35,2024-04-20 15:21:49,2024-04-20 15:35:49,,Cancelled,99.39
262,821,Swiggy Genie,0.94,2025-09-07 15:10:22,2025-09-07 15:15:22,2025-09-07 15:26:22,Delivered,26.78
263,823,Dunzo,9.82,2024-12-06 21:33:04,2024-12-06 21:43:04,,Failed,79.0
264,828,Dunzo,3.15,2026-02-23 17:17:37,2026-02-23 17:20:37,2026-02-23 17:41:37,Delivered,39.76
265,829,Shadowfax,5.45,2026-07-22 22:07:34,2026-07-22 22:09:34,2026-07-22 22:29:34,Delivered,68.07
266,830,Porter,1.06,2026-04-18 12:53:27,2026-04-18 13:03:27,2026-04-18 13:16:27,Delivered,28.72
267,831,Swiggy Genie,11.68,2025-12-27 18:17:30,2025-12-27 18:26:30,2025-12-27 19:13:30,Delivered,78.77
268,837,Dunzo,10.73,2024-10-19 19:39:30,2024-10-19 19:42:30,2024-10-19 20:30:30,Delivered,94.2
269,841,Porter,12.82,2026-05-29 17:19:41,2026-05-29 17:25:41,2026-05-29 18:23:41,Delivered,105.97
270,844,Porter,2.21,2026-01-17 19:37:34,2026-01-17 19:40:34,2026-01-17 19:54:34,Delivered,33.24
271,845,Swiggy Genie,10.48,2025-11-05 15:02:21,2025-11-05 15:08:21,2025-11-05 15:59:21,Delivered,101.63
272,851,Shadowfax,12.46,2025-05-18 22:17:56,2025-05-18 22:21:56,,Returned,116.4
273,854,Dunzo,3.44,2024-05-25 18:39:54,2024-05-25 18:41:54,2024-05-25 19:05:54,Delivered,50.65
274,857,Dunzo,0.51,2026-01-09 20:15:34,2026-01-09 20:24:34,2026-01-09 20:25:34,Delivered,23.96
275,859,Shadowfax,6.9,2025-05-18 19:22:10,2025-05-18 19:30:10,2025-05-18 20:03:10,Delivered,76.39
276,860,Shadowfax,6.9,2024-02-01 14:47:42,2024-02-01 15:01:42,2024-02-01 15:21:42,Delivered,80.59
277,865,Own Fleet,13.79,2025-07-06 19:26:40,2025-07-06 19:29:40,2025-07-06 20:17:40,Delivered,122.36
278,866,Swiggy Genie,9.38,2025-05-17 20:13:37,2025-05-17 20:17:37,2025-05-17 20:47:37,Delivered,92.36
279,868,Own Fleet,1.74,2025-06-25 19:30:40,2025-06-25 19:38:40,2025-06-25 19:48:40,Delivered,34.4
280,870,Own Fleet,7.13,2023-12-19 15:00:47,2023-12-19 15:13:47,,Failed,73.42
281,872,Dunzo,11.85,2024-06-26 11:36:03,2024-06-26 11:44:03,2024-06-26 12:24:03,Delivered,95.91
282,874,Own Fleet,0.65,2025-05-10 12:42:20,2025-05-10 12:56:20,2025-05-10 13:03:20,Delivered,25.51
283,875,Own Fleet,3.18,2025-12-12 21:26:03,2025-12-12 21:38:03,2025-12-12 22:02:03,Delivered,47.99
284,881,Swiggy Genie,9.61,2025-06-06 18:02:51,2025-06-06 18:13:51,2025-06-06 19:02:51,Delivered,76.05
285,885,Own Fleet,5.17,2025-03-11 21:33:54,2025-03-11 21:48:54,2025-03-11 22:14:54,Delivered,53.35
286,886,Shadowfax,13.42,2025-02-19 18:28:16,2025-02-19 18:30:16,2025-02-19 19:32:16,Delivered,124.72
287,890,Shadowfax,3.69,2024-08-03 22:18:39,2024-08-03 22:22:39,2024-08-03 22:37:39,Delivered,49.29
288,891,Porter,8.69,2026-07-10 20:13:00,2026-07-10 20:17:00,2026-07-10 20:53:00,Delivered,97.66
289,893,Dunzo,9.47,2025-12-27 12:48:54,2025-12-27 12:57:54,2025-12-27 13:41:54,Delivered,82.71
290,896,Porter,6.88,2026-06-27 19:51:26,2026-06-27 19:59:26,2026-06-27 20:36:26,Delivered,55.03
291,899,Swiggy Genie,9.3,2026-08-06 13:35:58,2026-08-06 13:49:58,2026-08-06 14:28:58,Delivered,86.8
292,900,Shadowfax,4.16,2024-03-20 17:57:21,2024-03-20 18:06:21,2024-03-20 18:25:21,Delivered,51.16
293,901,Dunzo,14.31,2024-03-23 14:04:26,2024-03-23 14:14:26,2024-03-23 15:21:26,Delivered,138.46
294,902,Dunzo,12.01,2025-03-08 13:32:30,2025-03-08 13:47:30,2025-03-08 14:22:30,Delivered,109.09
295,903,Own Fleet,1.8,2024-05-10 13:38:42,2024-05-10 13:51:42,2024-05-10 14:00:42,Delivered,34.22
296,908,Own Fleet,3.34,2026-01-03 13:10:55,2026-01-03 13:24:55,2026-01-03 13:39:55,Delivered,45.53
297,909,Shadowfax,3.76,2024-11-18 19:43:24,2024-11-18 19:49:24,2024-11-18 20:01:24,Delivered,43.9
298,911,Porter,2.69,2024-11-16 21:33:35,2024-11-16 21:40:35,2024-11-16 21:54:35,Delivered,33.93
299,913,Shadowfax,10.0,2025-11-29 13:26:02,2025-11-29 13:29:02,2025-11-29 14:03:02,Delivered,101.19
300,922,Swiggy Genie,9.83,2024-11-03 12:57:31,2024-11-03 13:11:31,2024-11-03 13:46:31,Delivered,93.65
301,923,Dunzo,8.07,2024-10-20 20:41:37,2024-10-20 20:46:37,2024-10-20 21:17:37,Delivered,73.69
302,929,Swiggy Genie,1.37,2025-04-19 18:31:10,2025-04-19 18:40:10,2025-04-19 18:52:10,Delivered,27.27
303,930,Own Fleet,14.32,2024-02-23 18:56:21,2024-02-23 19:00:21,2024-02-23 19:58:21,Delivered,116.47
304,934,Own Fleet,11.06,2024-03-28 19:51:54,2024-03-28 20:02:54,2024-03-28 20:39:54,Delivered,116.91
305,935,Shadowfax,5.82,2025-04-17 14:34:52,2025-04-17 14:36:52,2025-04-17 15:13:52,Delivered,57.02
306,937,Swiggy Genie,8.38,2026-08-03 20:50:59,2026-08-03 20:54:59,2026-08-03 21:19:59,Delivered,78.77
307,940,Own Fleet,12.89,2024-02-24 20:17:53,2024-02-24 20:20:53,2024-02-24 21:06:53,Delivered,115.98
308,942,Dunzo,8.83,2025-10-31 21:48:43,2025-10-31 21:53:43,2025-10-31 22:32:43,Delivered,66.11
309,943,Shadowfax,9.95,2025-03-10 20:29:07,2025-03-10 20:31:07,2025-03-10 21:21:07,Delivered,96.16
310,945,Swiggy Genie,10.84,2024-06-28 20:15:46,2024-06-28 20:28:46,2024-06-28 21:20:46,Delivered,115.97
311,946,Own Fleet,2.81,2024-07-13 22:04:18,2024-07-13 22:13:18,2024-07-13 22:33:18,Delivered,45.05
312,947,Own Fleet,5.82,2025-02-01 21:58:43,2025-02-01 22:05:43,2025-02-01 22:30:43,Delivered,50.38
313,950,Shadowfax,2.71,2024-01-01 13:15:52,2024-01-01 13:23:52,2024-01-01 13:43:52,Delivered,41.55
314,954,Shadowfax,7.56,2026-01-03 10:52:03,2026-01-03 10:54:03,2026-01-03 11:29:03,Delivered,70.09
315,958,Porter,13.73,2026-07-12 12:53:20,2026-07-12 13:07:20,2026-07-12 13:53:20,Delivered,122.62
316,962,Swiggy Genie,6.07,2024-05-05 12:57:46,2024-05-05 13:04:46,2024-05-05 13:33:46,Delivered,60.32
317,966,Own Fleet,12.08,2024-03-09 21:56:18,2024-03-09 22:01:18,2024-03-09 22:32:18,Delivered,104.37
318,969,Porter,13.4,2025-10-04 22:16:11,2025-10-04 22:23:11,2025-10-04 23:14:11,Delivered,137.93
319,970,Swiggy Genie,2.03,2024-01-26 20:51:15,2024-01-26 21:05:15,2024-01-26 21:14:15,Delivered,35.01
320,972,Swiggy Genie,2.43,2026-08-02 19:41:36,2026-08-02 19:52:36,2026-08-02 20:07:36,Delivered,33.48
321,973,Own Fleet,6.4,2026-03-14 13:44:24,2026-03-14 13:58:24,2026-03-14 14:21:24,Delivered,72.81
322,976,Own Fleet,6.67,2026-08-18 21:52:12,2026-08-18 22:00:12,2026-08-18 22:27:12,Delivered,60.45
323,979,Shadowfax,14.17,2026-03-29 13:22:56,2026-03-29 13:26:56,2026-03-29 14:22:56,Delivered,131.48
324,981,Porter,0.92,2025-10-29 13:13:32,2025-10-29 13:27:32,2025-10-29 13:37:32,Delivered,27.88
325,983,Own Fleet,7.81,2025-06-14 14:12:49,2025-06-14 14:22:49,2025-06-14 14:51:49,Delivered,90.27
326,987,Own Fleet,6.18,2024-02-04 20:26:45,2024-02-04 20:39:45,,Cancelled,69.53
327,988,Own Fleet,7.42,2025-11-08 13:56:30,2025-11-08 14:03:30,2025-11-08 14:32:30,Delivered,84.22
328,989,Porter,-0.85,2026-02-15 13:23:46,2026-02-15 13:29:46,2026-02-15 13:36:46,Delivered,26.78
329,991,Porter,0.63,2025-08-25 21:29:04,2025-08-25 21:39:04,2025-08-25 21:46:04,Delivered,24.15
330,992,Porter,11.91,2024-11-05 15:53:03,2024-11-05 16:02:03,2024-11-05 16:40:03,Delivered,112.17
331,998,Dunzo,11.94,2026-06-23 13:50:26,2026-06-23 13:55:26,2026-06-23 15:00:26,Delivered,80.77
332,1001,Porter,-2.08,2025-10-23 19:05:42,2025-10-23 19:14:42,2025-10-23 19:30:42,Delivered,30.75
333,1002,Own Fleet,5.58,2024-03-10 18:48:00,2024-03-10 19:03:00,2024-03-10 19:31:00,Delivered,54.59
334,1003,Swiggy Genie,3.01,2024-12-18 19:59:51,2024-12-18 20:13:51,2024-12-18 20:33:51,Delivered,38.68
335,1004,Porter,1.59,2024-10-19 22:06:12,2024-10-19 22:14:12,2024-10-19 22:29:12,Delivered,31.65
336,1007,Shadowfax,7.44,2026-04-10 12:26:44,2026-04-10 12:40:44,2026-04-10 13:18:44,Delivered,76.3
337,1008,Swiggy Genie,14.21,2024-04-12 12:16:33,2024-04-12 12:29:33,2024-04-12 13:07:33,Delivered,97.17
338,1009,Dunzo,11.07,2024-02-17 19:22:09,2024-02-17 19:31:09,2024-02-17 20:22:09,Delivered,87.84
339,1010,Dunzo,5.71,2026-05-09 19:38:49,2026-05-09 19:40:49,2026-05-09 19:59:49,Delivered,57.68
340,1017,Shadowfax,3.72,2025-11-08 21:51:16,2025-11-08 22:03:16,2025-11-08 22:20:16,Delivered,45.35
341,1021,Porter,13.96,2024-08-23 20:57:13,2024-08-23 21:09:13,2024-08-23 21:49:13,Delivered,115.39
342,1023,Shadowfax,13.04,2024-09-09 13:46:49,2024-09-09 14:01:49,2024-09-09 15:03:49,Delivered,128.98
343,1024,Own Fleet,6.47,2025-07-05 21:03:55,2025-07-05 21:05:55,2025-07-05 21:42:55,Delivered,72.31
344,1031,Swiggy Genie,6.36,2026-04-27 15:06:20,2026-04-27 15:20:20,2026-04-27 15:48:20,Delivered,75.84
345,1037,Own Fleet,6.92,2024-01-27 16:46:50,2024-01-27 16:54:50,2024-01-27 17:13:50,Delivered,75.63
346,1042,Porter,3.12,2025-05-10 20:57:53,2025-05-10 21:11:53,2025-05-10 21:23:53,Delivered,46.57
347,1043,Own Fleet,7.7,2024-04-20 15:06:59,2024-04-20 15:17:59,2024-04-20 15:38:59,Delivered,76.5
348,1044,Swiggy Genie,14.09,2025-07-14 13:28:19,2025-07-14 13:43:19,2025-07-14 14:28:19,Delivered,128.03
349,1045,Porter,5.37,2026-07-08 16:19:13,2026-07-08 16:30:13,2026-07-08 16:57:13,Delivered,58.28
350,1046,Dunzo,1.79,2025-11-24 21:50:11,2025-11-24 22:02:11,2025-11-24 22:18:11,Delivered,30.01
351,1047,Shadowfax,4.96,2024-06-18 13:42:54,2024-06-18 13:47:54,2024-06-18 14:17:54,Delivered,64.54
352,1049,Porter,10.63,2025-06-25 21:35:25,2025-06-25 21:40:25,2025-06-25 22:32:25,Delivered,108.14
353,1050,Dunzo,4.37,2026-07-11 20:00:48,2026-07-11 20:14:48,2026-07-11 20:41:48,Delivered,47.67
354,1051,Dunzo,12.85,2024-02-18 18:16:06,2024-02-18 18:25:06,2024-02-18 19:16:06,Delivered,131.21
355,1060,Swiggy Genie,6.11,2024-10-19 19:07:11,2024-10-19 19:09:11,,Failed,62.19
356,1063,Dunzo,6.63,2026-06-20 19:38:33,2026-06-20 19:50:33,2026-06-20 20:16:33,Delivered,71.67
357,1064,Own Fleet,12.99,2025-06-28 22:04:07,2025-06-28 22:18:07,2025-06-28 23:19:07,Delivered,98.1
358,1065,Dunzo,12.31,2024-08-13 19:45:31,2024-08-13 19:57:31,2024-08-13 20:53:31,Delivered,85.33
359,1070,Dunzo,8.68,2024-07-31 18:57:24,2024-07-31 19:11:24,2024-07-31 19:49:24,Delivered,80.05
360,1073,Porter,5.69,2024-03-16 13:32:45,2024-03-16 13:43:45,,Failed,51.15
361,1077,Swiggy Genie,10.14,2025-11-08 19:07:07,2025-11-08 19:20:07,2025-11-08 20:07:07,Delivered,96.17
362,1079,Shadowfax,13.94,2026-05-10 21:35:15,2026-05-10 21:42:15,2026-05-10 22:42:15,Delivered,97.17
363,1081,Dunzo,7.08,2025-08-24 20:38:54,2025-08-24 20:41:54,2025-08-24 21:25:54,Delivered,63.83
364,1086,Shadowfax,6.1,2024-07-28 18:43:01,2024-07-28 18:47:01,2024-07-28 19:08:01,Delivered,66.42
365,1087,Dunzo,0.65,2024-07-27 22:01:12,2024-07-27 22:09:12,,Cancelled,24.58
366,1090,Porter,11.62,2025-08-24 12:17:57,2025-08-24 12:21:57,2025-08-24 13:15:57,Delivered,88.86
367,1092,Dunzo,11.22,2024-12-05 14:37:36,2024-12-05 14:47:36,2024-12-05 15:38:36,Delivered,86.26
368,1094,Swiggy Genie,6.44,2024-07-21 20:46:16,2024-07-21 20:59:16,2024-07-21 21:23:16,Delivered,62.28
369,1095,Swiggy Genie,10.57,2024-09-03 19:42:40,2024-09-03 19:46:40,2024-09-03 20:20:40,Delivered,84.88
370,1096,Swiggy Genie,8.32,2026-05-16 13:25:36,2026-05-16 13:35:36,2026-05-16 13:56:36,Delivered,73.68
371,1097,Shadowfax,13.17,2025-11-29 14:48:14,2025-11-29 14:57:14,2025-11-29 15:41:14,Delivered,99.48
372,1100,Shadowfax,7.03,2026-07-18 19:36:15,2026-07-18 19:40:15,2026-07-18 20:18:15,Delivered,74.51
373,1101,Swiggy Genie,10.12,2024-07-06 17:52:04,2024-07-06 17:55:04,2024-07-06 18:48:04,Delivered,90.45
374,1103,Swiggy Genie,7.68,2025-11-03 20:56:53,2025-11-03 21:02:53,2025-11-03 21:31:53,Delivered,81.92
375,1106,Own Fleet,3.25,2026-04-20 11:25:14,2026-04-20 11:30:14,2026-04-20 11:41:14,Delivered,39.93
376,1115,Own Fleet,0.86,2026-06-06 14:48:33,2026-06-06 15:03:33,2026-06-06 15:12:33,Delivered,26.74
377,1128,Dunzo,10.99,2026-02-25 17:44:48,2026-02-25 17:55:48,2026-02-25 18:48:48,Delivered,81.76
378,1131,Shadowfax,13.11,2025-05-31 20:02:59,2025-05-31 20:14:59,2025-05-31 21:12:59,Delivered,96.03
379,1133,Shadowfax,1.64,2025-07-03 15:00:43,2025-07-03 15:10:43,2025-07-03 15:17:43,Delivered,30.98
380,1137,Swiggy Genie,3.48,2024-11-17 14:56:21,2024-11-17 15:03:21,2024-11-17 15:15:21,Delivered,47.58
381,1138,Own Fleet,9.89,2024-03-17 18:21:10,2024-03-17 18:25:10,2024-03-17 19:18:10,Delivered,95.18
382,1140,Porter,9.06,2024-09-03 21:06:10,2024-09-03 21:09:10,2024-09-03 21:44:10,Delivered,70.92
383,1141,Shadowfax,8.79,2024-07-27 19:19:30,2024-07-27 19:22:30,2024-07-27 20:01:30,Delivered,73.65
384,1142,Dunzo,9.31,2024-05-06 21:18:31,2024-05-06 21:24:31,,Returned,92.94
385,1143,Shadowfax,11.29,2024-07-31 18:42:53,2024-07-31 18:45:53,2024-07-31 19:43:53,Delivered,78.58
386,1144,Dunzo,7.66,2024-01-12 20:24:57,2024-01-12 20:35:57,2024-01-12 21:12:57,Delivered,88.53
387,1148,Porter,9.9,2025-12-23 19:44:29,2025-12-23 19:48:29,2025-12-23 20:28:29,Delivered,88.9
388,1150,Shadowfax,7.12,2025-06-23 22:17:39,2025-06-23 22:20:39,,Cancelled,69.07
389,1153,Dunzo,11.39,2024-12-29 19:22:25,2024-12-29 19:24:25,2024-12-29 20:19:25,Delivered,112.81
390,1156,Porter,11.36,2024-10-26 20:26:07,2024-10-26 20:35:07,,Failed,119.04
391,1157,Dunzo,9.09,2025-01-26 18:41:49,2025-01-26 18:54:49,2025-01-26 19:20:49,Delivered,69.02
392,1158,Shadowfax,4.93,2025-06-11 10:48:04,2025-06-11 10:54:04,2025-06-11 11:09:04,Delivered,44.67
393,1159,Own Fleet,7.15,2023-12-31 12:58:57,2023-12-31 13:13:57,2023-12-31 13:43:57,Delivered,70.25
394,1161,Dunzo,5.19,2025-09-13 13:50:44,2025-09-13 13:55:44,2025-09-13 14:10:44,Delivered,61.09
395,1163,Shadowfax,4.18,2025-03-08 13:09:43,2025-03-08 13:19:43,,Delivered,57.6
396,1170,Dunzo,1.44,2024-10-14 21:16:32,2024-10-14 21:27:32,2024-10-14 21:39:32,Delivered,27.2
397,1171,Shadowfax,12.67,2024-06-02 13:20:13,2024-06-02 13:27:13,2024-06-02 14:33:13,Delivered,103.19
398,1173,Own Fleet,6.33,2024-11-09 22:05:06,2024-11-09 22:16:06,2024-11-09 22:52:06,Delivered,68.2
399,1175,Dunzo,11.47,2025-10-09 21:51:59,2025-10-09 22:03:59,2025-10-09 22:53:59,Delivered,86.01
400,1176,Shadowfax,10.66,2024-03-10 10:40:41,2024-03-10 10:45:41,2024-03-10 11:13:41,Delivered,95.87
401,1178,Dunzo,13.96,2025-05-26 14:16:44,2025-05-26 14:25:44,,Cancelled,133.05
402,1180,Own Fleet,3.35,2024-05-25 11:57:02,2024-05-25 12:01:02,2024-05-25 12:22:02,Delivered,42.93
403,1187,Dunzo,4.45,2026-05-21 15:56:58,2026-05-21 16:07:58,,Cancelled,50.39
404,1189,Dunzo,7.93,2025-06-21 20:14:55,2025-06-21 20:23:55,2025-06-21 20:59:55,Delivered,64.96
405,1190,Swiggy Genie,9.77,2024-05-01 21:51:20,2024-05-01 21:54:20,,Failed,81.32
406,1193,Dunzo,13.74,2025-11-29 13:13:15,2025-11-29 13:23:15,2025-11-29 14:02:15,Delivered,119.89
407,1198,Dunzo,1.17,2026-04-04 12:36:03,2026-04-04 12:44:03,2026-04-04 12:48:03,Delivered,27.06
408,1199,Swiggy Genie,3.36,2026-03-09 12:33:17,2026-03-09 12:41:17,2026-03-09 13:02:17,Delivered,40.75
409,1201,Porter,12.99,2023-12-13 19:13:44,2023-12-13 19:16:44,2023-12-13 20:13:44,Delivered,123.6
410,1203,Shadowfax,8.51,2024-04-19 19:19:56,2024-04-19 19:30:56,2024-04-19 20:05:56,Delivered,79.39
411,1207,Own Fleet,3.78,2025-06-27 13:55:11,2025-06-27 14:00:11,2025-06-27 14:14:11,Delivered,51.47
412,1208,Shadowfax,11.78,2026-01-26 21:51:03,2026-01-26 21:57:03,2026-01-26 22:46:03,Delivered,93.21
413,1209,Own Fleet,4.56,2025-02-01 22:23:24,2025-02-01 22:35:24,2025-02-01 22:59:24,Delivered,45.22
414,1214,Swiggy Genie,5.03,2024-10-07 13:08:54,2024-10-07 13:11:54,,cancelled,46.66
415,1216,Dunzo,14.22,2024-12-07 18:13:06,2024-12-07 18:25:06,2024-12-07 19:18:06,Delivered,91.15
416,1218,Swiggy Genie,12.04,2025-01-18 21:24:45,2025-01-18 21:36:45,,Delivered,104.84
417,1219,Shadowfax,2.44,2025-09-13 20:35:12,2025-09-13 20:50:12,2025-09-13 21:02:12,Delivered,32.98
418,1220,Porter,7.12,2026-02-14 17:13:07,2026-02-14 17:28:07,,Delivered,68.68
419,1227,Shadowfax,3.88,2025-11-18 11:59:12,2025-11-18 12:09:12,2025-11-18 12:24:12,Delivered,53.74
420,1232,Swiggy Genie,7.59,2024-05-04 18:39:14,2024-05-04 18:43:14,2024-05-04 19:28:14,Delivered,62.34
421,1238,Dunzo,13.42,2024-12-06 19:50:39,2024-12-06 20:05:39,2024-12-06 21:04:39,Delivered,137.01
422,1240,Swiggy Genie,0.85,2024-04-20 17:50:52,2024-04-20 17:58:52,2024-04-20 18:02:52,Delivered,25.26
423,1245,Shadowfax,12.25,2026-03-14 22:01:18,2026-03-14 22:04:18,2026-03-14 22:40:18,Delivered,119.21
424,1246,Own Fleet,7.53,2026-01-24 15:35:43,2026-01-24 15:40:43,2026-01-24 16:17:43,Delivered,82.4
425,1247,Own Fleet,2.58,2024-11-16 18:26:18,2024-11-16 18:28:18,2024-11-16 18:40:18,Delivered,34.39
426,1250,Shadowfax,7.37,2025-03-02 15:56:48,2025-03-02 16:06:48,2025-03-02 16:49:48,Delivered,78.22
427,1253,Swiggy Genie,12.67,2024-01-20 18:49:38,2024-01-20 18:55:38,2024-01-20 19:35:38,Delivered,123.99
428,1262,Swiggy Genie,0.93,2024-04-06 20:12:59,2024-04-06 20:23:59,2024-04-06 20:29:59,Delivered,27.53
429,1263,Porter,7.37,2024-04-21 13:28:03,2024-04-21 13:34:03,2024-04-21 14:03:03,Delivered,75.17
430,1265,Shadowfax,6.81,2025-09-08 19:38:25,2025-09-08 19:43:25,2025-09-08 20:08:25,Delivered,77.1
431,1266,Dunzo,6.23,2026-04-08 13:57:02,2026-04-08 14:06:02,2026-04-08 14:39:02,Delivered,54.65
432,1270,Shadowfax,13.3,2024-06-08 21:09:24,2024-06-08 21:11:24,2024-06-08 21:59:24,Delivered,102.91
433,1271,Own Fleet,1.64,2024-09-26 13:59:04,2024-09-26 14:01:04,2024-09-26 14:15:04,Delivered,32.59
434,1276,Porter,11.95,2025-10-28 20:00:40,2025-10-28 20:13:40,2025-10-28 20:49:40,Delivered,117.64
435,1278,Swiggy Genie,5.55,2023-12-10 14:15:30,2023-12-10 14:21:30,2023-12-10 14:46:30,Delivered,62.93
436,1279,Porter,4.38,2024-09-10 11:04:00,2024-09-10 11:15:00,2024-09-10 11:34:00,Delivered,53.21
437,1282,Own Fleet,11.4,2024-11-24 19:48:25,2024-11-24 19:50:25,2024-11-24 20:53:25,Delivered,78.09
438,1283,Shadowfax,0.9,2025-07-22 16:40:33,2025-07-22 16:46:33,2025-07-22 16:54:33,Delivered,28.05
439,1288,Dunzo,7.8,2024-04-25 21:31:42,2024-04-25 21:34:42,2024-04-25 22:13:42,Delivered,76.38
440,1290,Shadowfax,7.22,2024-05-18 16:05:02,2024-05-18 16:20:02,2024-05-18 16:41:02,Delivered,80.94
441,1293,Own Fleet,9.69,2026-08-08 16:13:01,2026-08-08 16:25:01,,Failed,93.45
442,1295,Dunzo,1.69,2025-07-19 12:54:38,2025-07-19 13:09:38,,Cancelled,29.6
443,1296,Own Fleet,13.55,2024-06-29 19:40:05,2024-06-29 19:51:05,2024-06-29 20:43:05,Delivered,100.0
444,1298,Dunzo,2.37,2024-10-26 18:36:09,2024-10-26 18:49:09,2024-10-26 19:04:09,Delivered,31.85
445,1300,Swiggy Genie,4.27,2023-12-31 20:25:44,2023-12-31 20:27:44,2023-12-31 20:44:44,Delivered,58.0
446,1303,Swiggy Genie,1.49,2024-11-23 19:59:15,2024-11-23 20:13:15,2024-11-23 20:22:15,Delivered,31.91
447,1304,Porter,8.63,2025-01-14 21:33:00,2025-01-14 21:47:00,2025-01-14 22:19:00,Delivered,89.93
448,1310,Own Fleet,8.06,2025-12-06 21:14:30,2025-12-06 21:28:30,,Pending,89.19
449,1311,Porter,10.07,2024-12-09 15:22:44,2024-12-09 15:27:44,2024-12-09 16:10:44,Delivered,106.57
450,1317,Shadowfax,9.6,2025-01-11 10:47:32,2025-01-11 10:49:32,2025-01-11 11:34:32,Delivered,89.25
451,1319,Own Fleet,4.27,2024-02-17 21:00:53,2024-02-17 21:11:53,2024-02-17 21:35:53,Delivered,42.56
452,1324,Own Fleet,0.84,2026-03-07 19:41:48,2026-03-07 19:48:48,2026-03-07 19:52:48,Delivered,25.17
453,1330,Own Fleet,5.84,2024-03-02 14:18:51,2024-03-02 14:27:51,2024-03-02 14:52:51,Delivered,51.22
